Input	Input Type	MGI Gene/Marker ID	MP ID	Term
CFTR	current symbol	MGI:88388	MP:0002240	abnormal paranasal sinus morphology
CFTR	current symbol	MGI:88388	MP:0002264	abnormal bronchus morphology
CFTR	current symbol	MGI:88388	MP:0002270	abnormal pulmonary alveolus morphology
CFTR	current symbol	MGI:88388	MP:0002282	abnormal trachea morphology
CFTR	current symbol	MGI:88388	MP:0002309	abnormal vital capacity
CFTR	current symbol	MGI:88388	MP:0002406	increased susceptibility to infection
CFTR	current symbol	MGI:88388	MP:0002412	increased susceptibility to bacterial infection
CFTR	current symbol	MGI:88388	MP:0002637	small uterus
CFTR	current symbol	MGI:88388	MP:0002675	asthenozoospermia
CFTR	current symbol	MGI:88388	MP:0002680	decreased corpora lutea number
CFTR	current symbol	MGI:88388	MP:0002693	abnormal pancreas physiology
CFTR	current symbol	MGI:88388	MP:0002769	abnormal vas deferens morphology
CFTR	current symbol	MGI:88388	MP:0002928	abnormal bile duct morphology
CFTR	current symbol	MGI:88388	MP:0003251	gallbladder inflammation
CFTR	current symbol	MGI:88388	MP:0003270	intestinal obstruction
CFTR	current symbol	MGI:88388	MP:0003303	peritoneal inflammation
CFTR	current symbol	MGI:88388	MP:0003340	acute pancreas inflammation
CFTR	current symbol	MGI:88388	MP:0003355	decreased ovulation rate
CFTR	current symbol	MGI:88388	MP:0003426	pulmonary interstitial fibrosis
CFTR	current symbol	MGI:88388	MP:0003449	abnormal intestinal goblet cell morphology
CFTR	current symbol	MGI:88388	MP:0003666	impaired sperm capacitation
CFTR	current symbol	MGI:88388	MP:0003793	abnormal submandibular gland morphology
CFTR	current symbol	MGI:88388	MP:0004002	abnormal jejunum morphology
CFTR	current symbol	MGI:88388	MP:0004179	transmission ratio distortion
CFTR	current symbol	MGI:88388	MP:0004247	small pancreas
CFTR	current symbol	MGI:88388	MP:0004543	abnormal sperm physiology
CFTR	current symbol	MGI:88388	MP:0004777	abnormal phospholipid level
CFTR	current symbol	MGI:88388	MP:0004841	abnormal small intestine crypts of Lieberkuhn morphology
CFTR	current symbol	MGI:88388	MP:0004842	abnormal large intestine crypts of Lieberkuhn morphology
CFTR	current symbol	MGI:88388	MP:0004856	decreased ovary weight
CFTR	current symbol	MGI:88388	MP:0004905	decreased uterus weight
CFTR	current symbol	MGI:88388	MP:0005084	abnormal gallbladder morphology
CFTR	current symbol	MGI:88388	MP:0005085	abnormal gallbladder physiology
CFTR	current symbol	MGI:88388	MP:0005150	cachexia
CFTR	current symbol	MGI:88388	MP:0008245	abnormal alveolar macrophage morphology
CFTR	current symbol	MGI:88388	MP:0008770	decreased survivor rate
CFTR	current symbol	MGI:88388	MP:0009006	prolonged estrous cycle
CFTR	current symbol	MGI:88388	MP:0009009	absent estrous cycle
CFTR	current symbol	MGI:88388	MP:0009081	thin uterus
CFTR	current symbol	MGI:88388	MP:0009144	dilated pancreatic duct
CFTR	current symbol	MGI:88388	MP:0009150	pancreatic acinar cell atrophy
CFTR	current symbol	MGI:88388	MP:0009161	pancreatic acinar cell zymogen granule accumulation
CFTR	current symbol	MGI:88388	MP:0009342	enlarged gallbladder
CFTR	current symbol	MGI:88388	MP:0009343	dilated gallbladder
CFTR	current symbol	MGI:88388	MP:0009477	small cecum
CFTR	current symbol	MGI:88388	MP:0009478	coiled cecum
CFTR	current symbol	MGI:88388	MP:0009484	ileum hypertrophy
CFTR	current symbol	MGI:88388	MP:0009788	increased susceptibility to bacterial infection induced morbidity/mortality
CFTR	current symbol	MGI:88388	MP:0010155	abnormal intestine physiology
CFTR	current symbol	MGI:88388	MP:0010156	abnormal small intestinal crypt cell physiology
CFTR	current symbol	MGI:88388	MP:0010831	lethality, incomplete penetrance
CFTR	current symbol	MGI:88388	MP:0010861	increased respiratory mucosa goblet cell number
CFTR	current symbol	MGI:88388	MP:0010895	increased lung compliance
CFTR	current symbol	MGI:88388	MP:0011085	postnatal lethality, complete penetrance
CFTR	current symbol	MGI:88388	MP:0011086	postnatal lethality, incomplete penetrance
CFTR	current symbol	MGI:88388	MP:0011100	preweaning lethality, complete penetrance
CFTR	current symbol	MGI:88388	MP:0012518	abnormal Brunner's gland morphology
CFTR	current symbol	MGI:88388	MP:0012519	dilated Brunner's glands
CFTR	current symbol	MGI:88388	MP:0013455	lacrimal gland atrophy
CFTR	current symbol	MGI:88388	MP:0013494	abnormal trachea gland morphology
CFTR	current symbol	MGI:88388	MP:0013792	abnormal small intestine goblet cell morphology
CFTR	current symbol	MGI:88388	MP:0013795	abnormal colon goblet cell morphology
CFTR	current symbol	MGI:88388	MP:0013797	abnormal ileal goblet cell morphology
CFTR	current symbol	MGI:88388	MP:0014028	decreased respiratory epithelial chloride transmembrane transport
CFTR	current symbol	MGI:88388	MP:0014033	abnormal submucosal gland morphology
CFTR	current symbol	MGI:88388	MP:0014036	meconium ileus
CFTR	current symbol	MGI:88388	MP:0014079	decreased small intestinal villus number
CFTR	current symbol	MGI:88388	MP:0014182	decreased respiratory epithelial sodium ion transmembrane transport
CFTR	current symbol	MGI:88388	MP:0014183	increased respiratory epithelial sodium ion transmembrane transport
CFTR	current symbol	MGI:88388	MP:0014206	decreased intestinal epithelial sodium ion transmembrane transport
CFTR	current symbol	MGI:88388	MP:0014208	decreased intestinal epithelial chloride transmembrane transport
CFTR	current symbol	MGI:88388	MP:0014230	dilated crypts of Lieberkuhn
CFTR	current symbol	MGI:88388	MP:0014231	intestinal mucus accumulation
CFTR	current symbol	MGI:88388	MP:0014232	pancreatic acinus dilation
CFTR	current symbol	MGI:88388	MP:0014233	bile duct epithelium hyperplasia
TREX1	current symbol	MGI:1328317	MP:0000266	abnormal heart morphology
TREX1	current symbol	MGI:1328317	MP:0000274	enlarged heart
TREX1	current symbol	MGI:1328317	MP:0000278	abnormal myocardial fiber morphology
TREX1	current symbol	MGI:1328317	MP:0000376	folliculitis
TREX1	current symbol	MGI:1328317	MP:0000688	lymphoid hyperplasia
TREX1	current symbol	MGI:1328317	MP:0000691	enlarged spleen
TREX1	current symbol	MGI:1328317	MP:0000702	enlarged lymph nodes
TREX1	current symbol	MGI:1328317	MP:0000711	thymus cortex hypoplasia
TREX1	current symbol	MGI:1328317	MP:0001177	atelectasis
TREX1	current symbol	MGI:1328317	MP:0001194	dermatitis
TREX1	current symbol	MGI:1328317	MP:0001212	skin lesions
TREX1	current symbol	MGI:1328317	MP:0001654	hepatic necrosis
TREX1	current symbol	MGI:1328317	MP:0001828	abnormal T cell activation
TREX1	current symbol	MGI:1328317	MP:0001846	increased inflammatory response
TREX1	current symbol	MGI:1328317	MP:0001853	heart inflammation
TREX1	current symbol	MGI:1328317	MP:0001855	abnormal atrial thrombosis
TREX1	current symbol	MGI:1328317	MP:0001856	myocarditis
TREX1	current symbol	MGI:1328317	MP:0001859	kidney inflammation
TREX1	current symbol	MGI:1328317	MP:0001864	vasculitis
TREX1	current symbol	MGI:1328317	MP:0001869	pancreas inflammation
TREX1	current symbol	MGI:1328317	MP:0001870	salivary gland inflammation
TREX1	current symbol	MGI:1328317	MP:0001873	stomach inflammation
TREX1	current symbol	MGI:1328317	MP:0001935	decreased litter size
TREX1	current symbol	MGI:1328317	MP:0002083	premature death
TREX1	current symbol	MGI:1328317	MP:0002135	abnormal kidney morphology
TREX1	current symbol	MGI:1328317	MP:0002362	abnormal spleen marginal zone morphology
TREX1	current symbol	MGI:1328317	MP:0002493	increased IgG level
TREX1	current symbol	MGI:1328317	MP:0002722	abnormal immune system organ morphology
TREX1	current symbol	MGI:1328317	MP:0002743	glomerulonephritis
TREX1	current symbol	MGI:1328317	MP:0003140	dilated heart atrium
TREX1	current symbol	MGI:1328317	MP:0003141	cardiac fibrosis
TREX1	current symbol	MGI:1328317	MP:0003725	increased autoantibody level
TREX1	current symbol	MGI:1328317	MP:0003946	renal necrosis
TREX1	current symbol	MGI:1328317	MP:0004510	myositis
TREX1	current symbol	MGI:1328317	MP:0004566	myocardial fiber degeneration
TREX1	current symbol	MGI:1328317	MP:0004762	increased anti-double stranded DNA antibody level
TREX1	current symbol	MGI:1328317	MP:0004794	increased anti-nuclear antigen antibody level
TREX1	current symbol	MGI:1328317	MP:0004801	increased susceptibility to systemic lupus erythematosus
TREX1	current symbol	MGI:1328317	MP:0004947	skin inflammation
TREX1	current symbol	MGI:1328317	MP:0004952	increased spleen weight
TREX1	current symbol	MGI:1328317	MP:0004973	increased regulatory T cell number
TREX1	current symbol	MGI:1328317	MP:0005014	increased B cell number
TREX1	current symbol	MGI:1328317	MP:0005330	cardiomyopathy
TREX1	current symbol	MGI:1328317	MP:0005350	increased susceptibility to autoimmune disorder
TREX1	current symbol	MGI:1328317	MP:0006138	congestive heart failure
TREX1	current symbol	MGI:1328317	MP:0008022	dilated heart ventricle
TREX1	current symbol	MGI:1328317	MP:0008074	increased CD4-positive, alpha beta T cell number
TREX1	current symbol	MGI:1328317	MP:0008097	increased plasma cell number
TREX1	current symbol	MGI:1328317	MP:0008470	abnormal spleen B cell follicle morphology
TREX1	current symbol	MGI:1328317	MP:0008555	abnormal interferon secretion
TREX1	current symbol	MGI:1328317	MP:0008880	lacrimal gland inflammation
TREX1	current symbol	MGI:1328317	MP:0009338	increased splenocyte number
TREX1	current symbol	MGI:1328317	MP:0010019	liver vascular congestion
TREX1	current symbol	MGI:1328317	MP:0011405	tubulointerstitial nephritis
TREX1	current symbol	MGI:1328317	MP:0020519	renal glomerular immunoglobulin deposits
TREX1	current symbol	MGI:1328317	MP:0031054	bronchiolitis
LMNA	current symbol	MGI:96794	MP:0000021	prominent ears
LMNA	current symbol	MGI:96794	MP:0000049	abnormal middle ear morphology
LMNA	current symbol	MGI:96794	MP:0000063	decreased bone mineral density
LMNA	current symbol	MGI:96794	MP:0000066	osteoporosis
LMNA	current symbol	MGI:96794	MP:0000069	kyphoscoliosis
LMNA	current symbol	MGI:96794	MP:0000074	abnormal neurocranium morphology
LMNA	current symbol	MGI:96794	MP:0000097	short maxilla
LMNA	current symbol	MGI:96794	MP:0000120	malocclusion
LMNA	current symbol	MGI:96794	MP:0000130	abnormal trabecular bone morphology
LMNA	current symbol	MGI:96794	MP:0000135	decreased compact bone thickness
LMNA	current symbol	MGI:96794	MP:0000149	abnormal scapula morphology
LMNA	current symbol	MGI:96794	MP:0000150	abnormal rib morphology
LMNA	current symbol	MGI:96794	MP:0000160	kyphosis
LMNA	current symbol	MGI:96794	MP:0000189	hypoglycemia
LMNA	current symbol	MGI:96794	MP:0000266	abnormal heart morphology
LMNA	current symbol	MGI:96794	MP:0000267	abnormal heart development
LMNA	current symbol	MGI:96794	MP:0000274	enlarged heart
LMNA	current symbol	MGI:96794	MP:0000278	abnormal myocardial fiber morphology
LMNA	current symbol	MGI:96794	MP:0000377	abnormal hair follicle morphology
LMNA	current symbol	MGI:96794	MP:0000379	decreased hair follicle number
LMNA	current symbol	MGI:96794	MP:0000414	alopecia
LMNA	current symbol	MGI:96794	MP:0000416	sparse hair
LMNA	current symbol	MGI:96794	MP:0000438	abnormal cranium morphology
LMNA	current symbol	MGI:96794	MP:0000445	short snout
LMNA	current symbol	MGI:96794	MP:0000460	mandible hypoplasia
LMNA	current symbol	MGI:96794	MP:0000469	abnormal esophageal squamous epithelium morphology
LMNA	current symbol	MGI:96794	MP:0000495	abnormal colon morphology
LMNA	current symbol	MGI:96794	MP:0000585	kinked tail
LMNA	current symbol	MGI:96794	MP:0000692	small spleen
LMNA	current symbol	MGI:96794	MP:0000706	small thymus
LMNA	current symbol	MGI:96794	MP:0000733	abnormal muscle development
LMNA	current symbol	MGI:96794	MP:0000747	muscle weakness
LMNA	current symbol	MGI:96794	MP:0000748	progressive muscle weakness
LMNA	current symbol	MGI:96794	MP:0000749	muscle degeneration
LMNA	current symbol	MGI:96794	MP:0000752	dystrophic muscle
LMNA	current symbol	MGI:96794	MP:0000762	abnormal tongue morphology
LMNA	current symbol	MGI:96794	MP:0000920	abnormal myelination
LMNA	current symbol	MGI:96794	MP:0001038	abnormal cholinergic neuron morphology
LMNA	current symbol	MGI:96794	MP:0001046	abnormal enteric neuron morphology
LMNA	current symbol	MGI:96794	MP:0001116	small gonad
LMNA	current symbol	MGI:96794	MP:0001147	small testis
LMNA	current symbol	MGI:96794	MP:0001153	small seminiferous tubules
LMNA	current symbol	MGI:96794	MP:0001195	flaky skin
LMNA	current symbol	MGI:96794	MP:0001216	abnormal epidermal layer morphology
LMNA	current symbol	MGI:96794	MP:0001219	thick epidermis
LMNA	current symbol	MGI:96794	MP:0001222	epidermal hyperplasia
LMNA	current symbol	MGI:96794	MP:0001231	abnormal epidermis stratum basale morphology
LMNA	current symbol	MGI:96794	MP:0001239	abnormal epidermis stratum granulosum morphology
LMNA	current symbol	MGI:96794	MP:0001242	hyperkeratosis
LMNA	current symbol	MGI:96794	MP:0001244	thin dermal layer
LMNA	current symbol	MGI:96794	MP:0001255	decreased body height
LMNA	current symbol	MGI:96794	MP:0001262	decreased body weight
LMNA	current symbol	MGI:96794	MP:0001263	weight loss
LMNA	current symbol	MGI:96794	MP:0001265	decreased body size
LMNA	current symbol	MGI:96794	MP:0001402	hypoactivity
LMNA	current symbol	MGI:96794	MP:0001405	impaired coordination
LMNA	current symbol	MGI:96794	MP:0001406	abnormal gait
LMNA	current symbol	MGI:96794	MP:0001436	abnormal suckling behavior
LMNA	current symbol	MGI:96794	MP:0001443	poor grooming
LMNA	current symbol	MGI:96794	MP:0001505	hunched posture
LMNA	current symbol	MGI:96794	MP:0001511	disheveled coat
LMNA	current symbol	MGI:96794	MP:0001566	increased circulating phosphate level
LMNA	current symbol	MGI:96794	MP:0001613	abnormal vasodilation
LMNA	current symbol	MGI:96794	MP:0001625	cardiac hypertrophy
LMNA	current symbol	MGI:96794	MP:0001732	postnatal growth retardation
LMNA	current symbol	MGI:96794	MP:0001783	decreased white adipose tissue amount
LMNA	current symbol	MGI:96794	MP:0001850	increased susceptibility to otitis media
LMNA	current symbol	MGI:96794	MP:0001923	reduced female fertility
LMNA	current symbol	MGI:96794	MP:0001924	infertility
LMNA	current symbol	MGI:96794	MP:0001925	male infertility
LMNA	current symbol	MGI:96794	MP:0001930	abnormal meiosis
LMNA	current symbol	MGI:96794	MP:0002060	abnormal skin morphology
LMNA	current symbol	MGI:96794	MP:0002075	abnormal coat/hair pigmentation
LMNA	current symbol	MGI:96794	MP:0002079	increased circulating insulin level
LMNA	current symbol	MGI:96794	MP:0002083	premature death
LMNA	current symbol	MGI:96794	MP:0002102	abnormal ear morphology
LMNA	current symbol	MGI:96794	MP:0002111	abnormal tail morphology
LMNA	current symbol	MGI:96794	MP:0002114	abnormal axial skeleton morphology
LMNA	current symbol	MGI:96794	MP:0002160	abnormal reproductive system morphology
LMNA	current symbol	MGI:96794	MP:0002169	no abnormal phenotype detected
LMNA	current symbol	MGI:96794	MP:0002188	small heart
LMNA	current symbol	MGI:96794	MP:0002191	abnormal artery morphology
LMNA	current symbol	MGI:96794	MP:0002251	abnormal nasopharynx morphology
LMNA	current symbol	MGI:96794	MP:0002269	muscular atrophy
LMNA	current symbol	MGI:96794	MP:0002279	abnormal diaphragm morphology
LMNA	current symbol	MGI:96794	MP:0002575	increased circulating ketone body level
LMNA	current symbol	MGI:96794	MP:0002639	micrognathia
LMNA	current symbol	MGI:96794	MP:0002644	decreased circulating triglyceride level
LMNA	current symbol	MGI:96794	MP:0002651	abnormal sciatic nerve morphology
LMNA	current symbol	MGI:96794	MP:0002652	thin myocardium
LMNA	current symbol	MGI:96794	MP:0002655	abnormal keratinocyte morphology
LMNA	current symbol	MGI:96794	MP:0002727	decreased circulating insulin level
LMNA	current symbol	MGI:96794	MP:0002750	exophthalmos
LMNA	current symbol	MGI:96794	MP:0002753	dilated heart left ventricle
LMNA	current symbol	MGI:96794	MP:0002754	dilated heart right ventricle
LMNA	current symbol	MGI:96794	MP:0002795	dilated cardiomyopathy
LMNA	current symbol	MGI:96794	MP:0002833	increased heart weight
LMNA	current symbol	MGI:96794	MP:0002834	decreased heart weight
LMNA	current symbol	MGI:96794	MP:0002835	abnormal cranial suture morphology
LMNA	current symbol	MGI:96794	MP:0002896	abnormal bone mineralization
LMNA	current symbol	MGI:96794	MP:0002968	increased circulating alkaline phosphatase level
LMNA	current symbol	MGI:96794	MP:0003077	abnormal cell cycle
LMNA	current symbol	MGI:96794	MP:0003081	abnormal soleus morphology
LMNA	current symbol	MGI:96794	MP:0003082	abnormal gastrocnemius morphology
LMNA	current symbol	MGI:96794	MP:0003083	abnormal tibialis anterior morphology
LMNA	current symbol	MGI:96794	MP:0003111	abnormal cell nucleus morphology
LMNA	current symbol	MGI:96794	MP:0003137	abnormal impulse conducting system conduction
LMNA	current symbol	MGI:96794	MP:0003140	dilated heart atrium
LMNA	current symbol	MGI:96794	MP:0003141	cardiac fibrosis
LMNA	current symbol	MGI:96794	MP:0003159	abnormal esophageal smooth muscle morphology
LMNA	current symbol	MGI:96794	MP:0003330	abnormal auditory tube morphology
LMNA	current symbol	MGI:96794	MP:0003358	abnormal hypaxial muscle morphology
LMNA	current symbol	MGI:96794	MP:0003393	decreased cardiac output
LMNA	current symbol	MGI:96794	MP:0003548	pulmonary hypertension
LMNA	current symbol	MGI:96794	MP:0003644	thymus atrophy
LMNA	current symbol	MGI:96794	MP:0003710	abnormal physiological neovascularization
LMNA	current symbol	MGI:96794	MP:0003756	abnormal hard palate morphology
LMNA	current symbol	MGI:96794	MP:0003786	premature aging
LMNA	current symbol	MGI:96794	MP:0003795	abnormal bone structure
LMNA	current symbol	MGI:96794	MP:0003814	vascular smooth muscle hypoplasia
LMNA	current symbol	MGI:96794	MP:0003828	pulmonary edema
LMNA	current symbol	MGI:96794	MP:0003840	abnormal coronal suture morphology
LMNA	current symbol	MGI:96794	MP:0003841	abnormal lambdoid suture morphology
LMNA	current symbol	MGI:96794	MP:0003843	abnormal sagittal suture morphology
LMNA	current symbol	MGI:96794	MP:0003878	abnormal ear physiology
LMNA	current symbol	MGI:96794	MP:0003896	prolonged PR interval
LMNA	current symbol	MGI:96794	MP:0003916	decreased heart left ventricle weight
LMNA	current symbol	MGI:96794	MP:0003921	abnormal heart left ventricle morphology
LMNA	current symbol	MGI:96794	MP:0003938	abnormal ear development
LMNA	current symbol	MGI:96794	MP:0003978	decreased circulating carnitine level
LMNA	current symbol	MGI:96794	MP:0004024	aneuploidy
LMNA	current symbol	MGI:96794	MP:0004046	abnormal mitosis
LMNA	current symbol	MGI:96794	MP:0004071	prolonged P wave
LMNA	current symbol	MGI:96794	MP:0004090	abnormal sarcomere morphology
LMNA	current symbol	MGI:96794	MP:0004469	abnormal zygomatic arch morphology
LMNA	current symbol	MGI:96794	MP:0004548	dilated esophagus
LMNA	current symbol	MGI:96794	MP:0004565	small myocardial fiber
LMNA	current symbol	MGI:96794	MP:0004566	myocardial fiber degeneration
LMNA	current symbol	MGI:96794	MP:0004567	decreased myocardial fiber number
LMNA	current symbol	MGI:96794	MP:0004675	rib fractures
LMNA	current symbol	MGI:96794	MP:0004680	small xiphoid process
LMNA	current symbol	MGI:96794	MP:0004736	abnormal distortion product otoacoustic emission
LMNA	current symbol	MGI:96794	MP:0004924	abnormal behavior
LMNA	current symbol	MGI:96794	MP:0005076	abnormal cell differentiation
LMNA	current symbol	MGI:96794	MP:0005123	increased circulating growth hormone level
LMNA	current symbol	MGI:96794	MP:0005140	decreased cardiac muscle contractility
LMNA	current symbol	MGI:96794	MP:0005156	bradykinesia
LMNA	current symbol	MGI:96794	MP:0005159	azoospermia
LMNA	current symbol	MGI:96794	MP:0005168	abnormal female meiosis
LMNA	current symbol	MGI:96794	MP:0005317	increased triglyceride level
LMNA	current symbol	MGI:96794	MP:0005331	insulin resistance
LMNA	current symbol	MGI:96794	MP:0005333	decreased heart rate
LMNA	current symbol	MGI:96794	MP:0005338	atherosclerotic lesions
LMNA	current symbol	MGI:96794	MP:0005352	small cranium
LMNA	current symbol	MGI:96794	MP:0005358	abnormal incisor morphology
LMNA	current symbol	MGI:96794	MP:0005404	abnormal axon morphology
LMNA	current symbol	MGI:96794	MP:0005426	tachypnea
LMNA	current symbol	MGI:96794	MP:0005459	decreased percent body fat/body weight
LMNA	current symbol	MGI:96794	MP:0005508	abnormal skeleton morphology
LMNA	current symbol	MGI:96794	MP:0005560	decreased circulating glucose level
LMNA	current symbol	MGI:96794	MP:0005595	abnormal vascular smooth muscle physiology
LMNA	current symbol	MGI:96794	MP:0005598	decreased ventricle muscle contractility
LMNA	current symbol	MGI:96794	MP:0005608	cardiac interstitial fibrosis
LMNA	current symbol	MGI:96794	MP:0005621	abnormal cell physiology
LMNA	current symbol	MGI:96794	MP:0005668	decreased circulating leptin level
LMNA	current symbol	MGI:96794	MP:0006018	abnormal tympanic membrane morphology
LMNA	current symbol	MGI:96794	MP:0006057	decreased vascular endothelial cell number
LMNA	current symbol	MGI:96794	MP:0006085	myocardium necrosis
LMNA	current symbol	MGI:96794	MP:0006138	congestive heart failure
LMNA	current symbol	MGI:96794	MP:0006197	ocular hypotelorism
LMNA	current symbol	MGI:96794	MP:0006213	shallow orbits
LMNA	current symbol	MGI:96794	MP:0006325	impaired hearing
LMNA	current symbol	MGI:96794	MP:0008057	abnormal DNA replication
LMNA	current symbol	MGI:96794	MP:0008244	abnormal peritoneal macrophage morphology
LMNA	current symbol	MGI:96794	MP:0008261	arrest of male meiosis
LMNA	current symbol	MGI:96794	MP:0008489	slow postnatal weight gain
LMNA	current symbol	MGI:96794	MP:0008525	decreased cranium height
LMNA	current symbol	MGI:96794	MP:0008526	decreased cranium width
LMNA	current symbol	MGI:96794	MP:0008725	enlarged heart atrium
LMNA	current symbol	MGI:96794	MP:0008770	decreased survivor rate
LMNA	current symbol	MGI:96794	MP:0008843	absent subcutaneous adipose tissue
LMNA	current symbol	MGI:96794	MP:0008844	decreased subcutaneous adipose tissue amount
LMNA	current symbol	MGI:96794	MP:0008853	decreased abdominal adipose tissue amount
LMNA	current symbol	MGI:96794	MP:0008858	abnormal hair cycle anagen phase
LMNA	current symbol	MGI:96794	MP:0008890	abnormal nuclear lamina morphology
LMNA	current symbol	MGI:96794	MP:0009247	meteorism
LMNA	current symbol	MGI:96794	MP:0009346	decreased trabecular bone thickness
LMNA	current symbol	MGI:96794	MP:0009388	abnormal epidermal melanocyte morphology
LMNA	current symbol	MGI:96794	MP:0009400	decreased skeletal muscle fiber size
LMNA	current symbol	MGI:96794	MP:0009402	decreased skeletal muscle fiber diameter
LMNA	current symbol	MGI:96794	MP:0009404	centrally nucleated skeletal muscle fibers
LMNA	current symbol	MGI:96794	MP:0009415	skeletal muscle degeneration
LMNA	current symbol	MGI:96794	MP:0009416	cardiac muscle degeneration
LMNA	current symbol	MGI:96794	MP:0009419	skeletal muscle fibrosis
LMNA	current symbol	MGI:96794	MP:0009451	abnormal chromosomal synapsis
LMNA	current symbol	MGI:96794	MP:0009480	distended cecum
LMNA	current symbol	MGI:96794	MP:0009536	abnormal interstitial cell of Cajal morphology
LMNA	current symbol	MGI:96794	MP:0009642	abnormal blood homeostasis
LMNA	current symbol	MGI:96794	MP:0009643	abnormal urine homeostasis
LMNA	current symbol	MGI:96794	MP:0009675	orthokeratosis
LMNA	current symbol	MGI:96794	MP:0009762	abnormal mitotic spindle assembly checkpoint
LMNA	current symbol	MGI:96794	MP:0009865	abnormal aorta smooth muscle morphology
LMNA	current symbol	MGI:96794	MP:0009871	abnormal aorta tunica adventitia morphology
LMNA	current symbol	MGI:96794	MP:0010025	decreased total body fat amount
LMNA	current symbol	MGI:96794	MP:0010031	abnormal cranium size
LMNA	current symbol	MGI:96794	MP:0010043	abnormal frontonasal suture morphology
LMNA	current symbol	MGI:96794	MP:0010053	decreased grip strength
LMNA	current symbol	MGI:96794	MP:0010090	increased circulating creatine kinase level
LMNA	current symbol	MGI:96794	MP:0010124	decreased bone mineral content
LMNA	current symbol	MGI:96794	MP:0010179	rough coat
LMNA	current symbol	MGI:96794	MP:0010227	decreased quadriceps weight
LMNA	current symbol	MGI:96794	MP:0010392	prolonged QRS complex duration
LMNA	current symbol	MGI:96794	MP:0010398	decreased liver glycogen level
LMNA	current symbol	MGI:96794	MP:0010506	prolonged RR interval
LMNA	current symbol	MGI:96794	MP:0010520	sinoatrial block
LMNA	current symbol	MGI:96794	MP:0010522	calcified aorta
LMNA	current symbol	MGI:96794	MP:0010523	calcified thoracic aorta
LMNA	current symbol	MGI:96794	MP:0010524	calcified aortic arch
LMNA	current symbol	MGI:96794	MP:0010869	decreased bone trabecula number
LMNA	current symbol	MGI:96794	MP:0010876	decreased bone volume
LMNA	current symbol	MGI:96794	MP:0010879	decreased trabecular bone volume
LMNA	current symbol	MGI:96794	MP:0010948	abnormal double-strand DNA break repair
LMNA	current symbol	MGI:96794	MP:0010956	abnormal mitochondrial ATP synthesis coupled electron transport
LMNA	current symbol	MGI:96794	MP:0010996	increased aorta wall thickness
LMNA	current symbol	MGI:96794	MP:0011014	decreased core body temperature
LMNA	current symbol	MGI:96794	MP:0011085	postnatal lethality, complete penetrance
LMNA	current symbol	MGI:96794	MP:0011168	abnormal fat cell differentiation
LMNA	current symbol	MGI:96794	MP:0011570	esophageal achalasia
LMNA	current symbol	MGI:96794	MP:0011704	decreased fibroblast proliferation
LMNA	current symbol	MGI:96794	MP:0011925	abnormal heart echocardiography feature
LMNA	current symbol	MGI:96794	MP:0011967	increased or absent threshold for auditory brainstem response
LMNA	current symbol	MGI:96794	MP:0012106	impaired exercise endurance
LMNA	current symbol	MGI:96794	MP:0013192	decreased sebaceous gland number
LMNA	current symbol	MGI:96794	MP:0013193	sebaceous gland hypoplasia
LMNA	current symbol	MGI:96794	MP:0013404	decreased circulating lactate level
LMNA	current symbol	MGI:96794	MP:0013458	decreased eccrine gland number
LMNA	current symbol	MGI:96794	MP:0013630	increased bone trabecular spacing
LMNA	current symbol	MGI:96794	MP:0020084	short ears
LMNA	current symbol	MGI:96794	MP:0020137	decreased bone mineralization
LMNA	current symbol	MGI:96794	MP:0020329	decreased capillary density
LMNA	current symbol	MGI:96794	MP:0020900	abnormal middle ear epithelium morphology
LMNA	current symbol	MGI:96794	MP:0020903	increased middle ear goblet cell number
LMNA	current symbol	MGI:96794	MP:0030029	wide cranial sutures
LMNA	current symbol	MGI:96794	MP:0030080	small lower incisors
LMNA	current symbol	MGI:96794	MP:0030090	short upper incisors
LMNA	current symbol	MGI:96794	MP:0030160	abnormal auditory bulla morphology
LMNA	current symbol	MGI:96794	MP:0030413	tympanic membrane retraction
LMNA	current symbol	MGI:96794	MP:0030969	increased circulating adiponectin level
MTHFR	current symbol	MGI:106639	MP:0000160	kyphosis
MTHFR	current symbol	MGI:106639	MP:0000416	sparse hair
MTHFR	current symbol	MGI:106639	MP:0000585	kinked tail
MTHFR	current symbol	MGI:106639	MP:0000592	short tail
MTHFR	current symbol	MGI:106639	MP:0000852	small cerebellum
MTHFR	current symbol	MGI:106639	MP:0000884	delaminated Purkinje cell layer
MTHFR	current symbol	MGI:106639	MP:0000886	abnormal cerebellar granule layer morphology
MTHFR	current symbol	MGI:106639	MP:0001262	decreased body weight
MTHFR	current symbol	MGI:106639	MP:0001732	postnatal growth retardation
MTHFR	current symbol	MGI:106639	MP:0001938	delayed sexual maturation
MTHFR	current symbol	MGI:106639	MP:0002083	premature death
MTHFR	current symbol	MGI:106639	MP:0002118	abnormal lipid homeostasis
MTHFR	current symbol	MGI:106639	MP:0002750	exophthalmos
MTHFR	current symbol	MGI:106639	MP:0009642	abnormal blood homeostasis
MTHFR	current symbol	MGI:106639	MP:0012335	increased circulating homocysteine level
MTHFR	current symbol	MGI:106639	MP:0031116	microvesicular hepatic steatosis
CTNNB1	current symbol	MGI:88276	MP:0000030	abnormal tympanic ring morphology
